"id","slug","url","http_code"
"97","kako-napraviti-domace-kobasice-vodic-za-pocetnike","https://drycured.com/2025/02/16/kako-napraviti-domace-kobasice-vodic-za-pocetnike/","200"
"99","vodic-za-domacu-izradu-kobasica-i-suhomesnatih-proizvoda","https://drycured.com/2025/02/16/vodic-za-domacu-izradu-kobasica-i-suhomesnatih-proizvoda/","200"
"429","prednosti-domace-uzgojenog-mesa-kod-izrade-suhomesnatih-proizvoda","https://drycured.com/2025/02/22/prednosti-domace-uzgojenog-mesa-kod-izrade-suhomesnatih-proizvoda/","200"
"464","vrste-svinja","https://drycured.com/2025/02/23/vrste-svinja/","200"
"1438","proljece-na-tanjuru-kako-suseno-meso-ozivljava-sezonske-recepte","https://drycured.com/2026/03/23/proljece-na-tanjuru-kako-suseno-meso-ozivljava-sezonske-recepte/","200"
"1439","osnovna-podjela-suhomesnatih-proizvoda","https://drycured.com/2026/03/23/osnovna-podjela-suhomesnatih-proizvoda/","200"
"1440","sto-su-suhomesnati-proizvodi","https://drycured.com/2026/03/23/sto-su-suhomesnati-proizvodi/","200"
"1441","uvod-u-svijet-suhomesnatih-proizvoda","https://drycured.com/2026/03/23/uvod-u-svijet-suhomesnatih-proizvoda/","200"
"1462","proljetna-ponuda-suhomesnatih-proizvoda","https://drycured.com/2026/03/28/proljetna-ponuda-suhomesnatih-proizvoda/","200"
"1464","prednosti-domace-slanine","https://drycured.com/2026/03/28/prednosti-domace-slanine/","200"
"1470","slavonski-domaci-kulen-ponos-hrvatske-tradicije","https://drycured.com/2026/03/28/slavonski-domaci-kulen-ponos-hrvatske-tradicije/","200"
"1472","domaci-cvarci-iz-slavonije","https://drycured.com/2026/03/28/domaci-cvarci-iz-slavonije/","200"
"1480","domaca-kobasica-tradicija-na-vasem-stolu","https://drycured.com/2026/03/28/domaca-kobasica-tradicija-na-vasem-stolu/","200"
"1632","kalkulator-novosti-v3","https://drycured.com/2026/05/05/kalkulator-novosti-v3/","200"
"2125","kako-prepoznati-dobro-meso-za-suhomesnate-proizvode","https://drycured.com/2024/01/19/kako-prepoznati-dobro-meso-za-suhomesnate-proizvode/","200"
"2126","sol-najstariji-cuvar-mesa","https://drycured.com/2024/01/20/sol-najstariji-cuvar-mesa/","200"
"2127","suho-mokro-i-kombinirano-soljenje-kada-koristiti-koju-metodu","https://drycured.com/2024/01/18/suho-mokro-i-kombinirano-soljenje-kada-koristiti-koju-metodu/","200"
"2128","redoslijed-izrade-suhomesnatih-proizvoda-bez-preskakanja-faza","https://drycured.com/2024/01/17/redoslijed-izrade-suhomesnatih-proizvoda-bez-preskakanja-faza/","200"
"2129","kako-sol-putuje-kroz-meso","https://drycured.com/2024/01/16/kako-sol-putuje-kroz-meso/","200"
"2130","priprema-i-namakanje-crijeva-prije-punjenja","https://drycured.com/2024/01/15/priprema-i-namakanje-crijeva-prije-punjenja/","200"
"2131","tekucina-od-cesnjaka-cista-aroma-bez-zelenih-mrlja-u-presjeku","https://drycured.com/2024/01/14/tekucina-od-cesnjaka-cista-aroma-bez-zelenih-mrlja-u-presjeku/","200"
"2132","fermentacija-kobasica-u-kucnim-uvjetima","https://drycured.com/2024/01/13/fermentacija-kobasica-u-kucnim-uvjetima/","200"
"2133","case-hardening-tvrda-kora-i-mekana-sredina","https://drycured.com/2024/01/12/case-hardening-tvrda-kora-i-mekana-sredina/","200"
"2134","hladno-toplo-i-vruce-dimljenje-sto-nije-isto","https://drycured.com/2024/01/11/hladno-toplo-i-vruce-dimljenje-sto-nije-isto/","200"
"2135","koje-drvo-koristiti-za-dimljenje-suhomesnatih-proizvoda","https://drycured.com/2024/01/07/koje-drvo-koristiti-za-dimljenje-suhomesnatih-proizvoda/","200"
"2136","zasto-se-kobasica-ne-smije-susiti-prebrzo","https://drycured.com/2024/01/10/zasto-se-kobasica-ne-smije-susiti-prebrzo/","200"
"2137","kako-pratiti-gubitak-mase-tijekom-susenja","https://drycured.com/2024/01/09/kako-pratiti-gubitak-mase-tijekom-susenja/","200"
"2138","plemenita-plijesan-bijeli-stit-ili-upozorenje","https://drycured.com/2024/01/08/plemenita-plijesan-bijeli-stit-ili-upozorenje/","200"
"2139","temperatura-vlaga-i-zrak-tri-stupa-zrenja","https://drycured.com/2024/01/06/temperatura-vlaga-i-zrak-tri-stupa-zrenja/","200"
"2140","punjenje-kobasica-bez-zracnih-dzepova","https://drycured.com/2024/01/05/punjenje-kobasica-bez-zracnih-dzepova/","200"
"2141","najcesce-greske-kod-kobasica-i-kako-ih-ispraviti","https://drycured.com/2024/01/04/najcesce-greske-kod-kobasica-i-kako-ih-ispraviti/","200"
"2142","dnevnik-sarze-najjeftiniji-alat-za-ucenje","https://drycured.com/2024/01/03/dnevnik-sarze-najjeftiniji-alat-za-ucenje/","200"
"2143","zasto-svi-recepti-na-drycured-com-krecu-od-10-kg-mesa","https://drycured.com/2024/01/02/zasto-svi-recepti-na-drycured-com-krecu-od-10-kg-mesa/","200"
"2144","sigurnost-hrane-kod-suhomesnatih-proizvoda-bez-panike","https://drycured.com/2024/01/01/sigurnost-hrane-kod-suhomesnatih-proizvoda-bez-panike/","200"
"2829","zasto-suhomesnati-proizvod-nije-samo-recept","https://drycured.com/2024/01/21/zasto-suhomesnati-proizvod-nije-samo-recept/","200"
"2830","povijest-susenja-mesa-sol-dim-vrijeme","https://drycured.com/2024/01/22/povijest-susenja-mesa-sol-dim-vrijeme/","200"
"2831","pasmina-prehrana-i-mast-zasto-sirovina-odlucuje-o-okusu","https://drycured.com/2024/01/23/pasmina-prehrana-i-mast-zasto-sirovina-odlucuje-o-okusu/","200"
"2832","mast-u-suhomesnatim-proizvodima-nositelj-okusa","https://drycured.com/2024/01/24/mast-u-suhomesnatim-proizvodima-nositelj-okusa/","200"
"2833","pse-i-dfd-meso-kako-losa-sirovina-pokvari-dobar-postupak","https://drycured.com/2024/01/25/pse-i-dfd-meso-kako-losa-sirovina-pokvari-dobar-postupak/","200"
"2834","oprema-za-kucnu-proizvodnju-sto-treba-pocetniku","https://drycured.com/2024/01/26/oprema-za-kucnu-proizvodnju-sto-treba-pocetniku/","200"
"2835","mljevenje-mesa-za-kobasice-resetka-u-milimetrima","https://drycured.com/2024/01/27/mljevenje-mesa-za-kobasice-resetka-u-milimetrima/","200"
"2836","temperatura-nadjeva-cuva-strukturu-kobasice","https://drycured.com/2024/01/28/temperatura-nadjeva-cuva-strukturu-kobasice/","200"
"2837","panceta-zasto-trbuh-trazi-strpljenje-i-ravnotezu","https://drycured.com/2024/01/29/panceta-zasto-trbuh-trazi-strpljenje-i-ravnotezu/","200"
"2838","slanina-i-mast-zaboravljeni-temelji-domace-prerade","https://drycured.com/2024/01/30/slanina-i-mast-zaboravljeni-temelji-domace-prerade/","200"
"2839","prsut-dugi-proces-u-kojem-nema-precaca","https://drycured.com/2024/01/31/prsut-dugi-proces-u-kojem-nema-precaca/","200"
"2840","budola-i-vratina-masnoca-i-misic","https://drycured.com/2024/02/01/budola-i-vratina-masnoca-i-misic/","200"
"2841","pakiranje-suhomesnatih-proizvoda-kada-vakuum-pomaze","https://drycured.com/2024/02/02/pakiranje-suhomesnatih-proizvoda-kada-vakuum-pomaze/","200"
"2842","cuvanje-nakon-zrenja-kako-ne-pokvariti-dobar-proizvod","https://drycured.com/2024/02/03/cuvanje-nakon-zrenja-kako-ne-pokvariti-dobar-proizvod/","200"
"2843","kada-proizvod-treba-odbaciti-rizik-i-sigurnost","https://drycured.com/2024/02/04/kada-proizvod-treba-odbaciti-rizik-i-sigurnost/","200"
"2844","kolinje-kao-skola-zanata-kako-se-znanje-prenosilo","https://drycured.com/2024/02/05/kolinje-kao-skola-zanata-kako-se-znanje-prenosilo/","200"
"2845","mikroklima-regije-dalmacija-slavonija-alpe","https://drycured.com/2024/02/06/mikroklima-regije-dalmacija-slavonija-alpe/","200"
"2846","pdo-pgi-tsg-europske-oznake-izvornosti","https://drycured.com/2024/02/07/pdo-pgi-tsg-europske-oznake-izvornosti/","200"
"2847","od-hobija-do-malog-brenda-domaci-suhomesnati-proizvod","https://drycured.com/2024/02/08/od-hobija-do-malog-brenda-domaci-suhomesnati-proizvod/","200"
"2848","digitalna-pusnica-biljeske-fotografije-podaci-cuvaju-tradiciju","https://drycured.com/2024/02/09/digitalna-pusnica-biljeske-fotografije-podaci-cuvaju-tradiciju/","200"
"2849","ekvilibrijsko-soljenje-kako-soliti-precizno","https://drycured.com/2024/02/10/ekvilibrijsko-soljenje-kako-soliti-precizno/","200"
"2850","equalizacija-nakon-soljenja-zasto-meso-mora-odmoriti","https://drycured.com/2024/02/11/equalizacija-nakon-soljenja-zasto-meso-mora-odmoriti/","200"
"2851","vodna-aktivnost-zasto-sama-vlaga-nije-dovoljna","https://drycured.com/2024/02/12/vodna-aktivnost-zasto-sama-vlaga-nije-dovoljna/","200"
"2852","starter-kulture-kada-pomazu-a-kada-nisu-carobni-stapic","https://drycured.com/2024/02/13/starter-kulture-kada-pomazu-a-kada-nisu-carobni-stapic/","200"
"2853","rezanje-mesa-prema-namjeni","https://drycured.com/2024/02/14/rezanje-mesa-prema-namjeni/","200"
"2854","senzorska-kontrola-nos-oko-ruka-prije-instrumenta","https://drycured.com/2024/02/15/senzorska-kontrola-nos-oko-ruka-prije-instrumenta/","200"
"2855","higijena-prostora-i-alata-temelj-sigurne-sarze","https://drycured.com/2024/02/16/higijena-prostora-i-alata-temelj-sigurne-sarze/","200"
"2856","kako-odabrati-crijevo-prema-vrsti-kobasice","https://drycured.com/2024/02/17/kako-odabrati-crijevo-prema-vrsti-kobasice/","200"
"2857","kucna-susionica-kako-prepoznati-dobar-i-los-prostor","https://drycured.com/2024/02/18/kucna-susionica-kako-prepoznati-dobar-i-los-prostor/","200"
"2858","miris-boja-i-presjek-kako-citati-gotov-proizvod","https://drycured.com/2024/02/19/miris-boja-i-presjek-kako-citati-gotov-proizvod/","200"
"3327","prva-probna-sarza-suhomesnati-proizvodi","https://drycured.com/2026/06/06/prva-probna-sarza-suhomesnati-proizvodi/","200"
"3328","radni-dan-za-domace-kobasice","https://drycured.com/2026/06/06/radni-dan-za-domace-kobasice/","200"
"3329","kontrolna-lista-prije-punjenja-kobasica","https://drycured.com/2026/06/06/kontrolna-lista-prije-punjenja-kobasica/","200"
"3330","procjena-prostora-prije-susenja","https://drycured.com/2026/06/06/procjena-prostora-prije-susenja/","200"
"3331","foto-dnevnik-sarze-suhomesnati-proizvodi","https://drycured.com/2026/06/06/foto-dnevnik-sarze-suhomesnati-proizvodi/","200"
"3332","osnovni-higijenski-plan-za-kucnu-preradu-mesa","https://drycured.com/2026/06/06/osnovni-higijenski-plan-za-kucnu-preradu-mesa/","200"
"3333","hladni-lanac-u-domacoj-preradi-mesa","https://drycured.com/2026/06/06/hladni-lanac-u-domacoj-preradi-mesa/","200"
"3334","sigurnosni-semafor-suhomesnatih-proizvoda","https://drycured.com/2026/06/06/sigurnosni-semafor-suhomesnatih-proizvoda/","200"
"3335","kako-oznaciti-sarzu-suhomesnatih-proizvoda","https://drycured.com/2026/06/06/kako-oznaciti-sarzu-suhomesnatih-proizvoda/","200"
"3336","kada-ne-poceti-sarzu-suhomesnatih-proizvoda","https://drycured.com/2026/06/06/kada-ne-poceti-sarzu-suhomesnatih-proizvoda/","200"
"3337","kako-mjeriti-temperaturu-i-vlagu-u-susionici","https://drycured.com/2026/06/06/kako-mjeriti-temperaturu-i-vlagu-u-susionici/","200"
"3338","strujanje-zraka-u-susenju-suhomesnatih-proizvoda","https://drycured.com/2026/06/06/strujanje-zraka-u-susenju-suhomesnatih-proizvoda/","200"
"3339","nocni-i-dnevni-ritam-susionice","https://drycured.com/2026/06/06/nocni-i-dnevni-ritam-susionice/","200"
"3340","kada-otvoriti-a-kada-zatvoriti-susionicu","https://drycured.com/2026/06/06/kada-otvoriti-a-kada-zatvoriti-susionicu/","200"
"3341","tanki-plavi-dim-u-domacoj-pusnici","https://drycured.com/2026/06/06/tanki-plavi-dim-u-domacoj-pusnici/","200"
"3342","raspored-proizvoda-u-susionici","https://drycured.com/2026/06/06/raspored-proizvoda-u-susionici/","200"
"3343","prva-72-sata-susenja-kobasica","https://drycured.com/2026/06/06/prva-72-sata-susenja-kobasica/","200"
"3344","kako-prepoznati-presporo-susenje","https://drycured.com/2026/06/06/kako-prepoznati-presporo-susenje/","200"
"3345","kako-voditi-dimljenje-u-ciklusima","https://drycured.com/2026/06/06/kako-voditi-dimljenje-u-ciklusima/","200"
"3346","sezona-susenja-i-planiranje-sarze","https://drycured.com/2026/06/06/sezona-susenja-i-planiranje-sarze/","200"
"3347","kako-prepoznati-dobar-miris-u-susionici","https://drycured.com/2026/06/06/kako-prepoznati-dobar-miris-u-susionici/","200"
"3348","kada-je-suhomesnati-proizvod-spreman-za-pakiranje","https://drycured.com/2026/06/06/kada-je-suhomesnati-proizvod-spreman-za-pakiranje/","200"
"3349","ph-u-fermentiranim-kobasicama","https://drycured.com/2026/06/06/ph-u-fermentiranim-kobasicama/","200"
"3350","seceri-u-fermentaciji-kobasica","https://drycured.com/2026/06/06/seceri-u-fermentaciji-kobasica/","200"
"3351","prirodna-fermentacija-i-starter-kulture","https://drycured.com/2026/06/06/prirodna-fermentacija-i-starter-kulture/","200"
"3352","temperatura-fermentacije-kobasica","https://drycured.com/2026/06/06/temperatura-fermentacije-kobasica/","200"
"3353","vlaga-tijekom-fermentacije-kobasica","https://drycured.com/2026/06/06/vlaga-tijekom-fermentacije-kobasica/","200"
"3354","sto-ako-fermentacija-ne-krene","https://drycured.com/2026/06/06/sto-ako-fermentacija-ne-krene/","200"
"3355","starter-kulture-cuvanje-i-doziranje","https://drycured.com/2026/06/06/starter-kulture-cuvanje-i-doziranje/","200"
"3356","ph-metar-ili-ph-trakice-u-domacoj-proizvodnji","https://drycured.com/2026/06/06/ph-metar-ili-ph-trakice-u-domacoj-proizvodnji/","200"
"3357","vodna-aktivnost-i-gubitak-mase-zajedno","https://drycured.com/2026/06/06/vodna-aktivnost-i-gubitak-mase-zajedno/","200"
"3358","fermentirano-ili-pokvareno-kako-razlikovati","https://drycured.com/2026/06/06/fermentirano-ili-pokvareno-kako-razlikovati/","200"
"3359","kobasica-za-pecenje-ili-susenje","https://drycured.com/2026/06/06/kobasica-za-pecenje-ili-susenje/","200"
"3360","kako-odabrati-prvi-suhomesnati-proizvod","https://drycured.com/2026/06/06/kako-odabrati-prvi-suhomesnati-proizvod/","200"
"3361","slanina-panceta-spek-prakticna-razlika","https://drycured.com/2026/06/06/slanina-panceta-spek-prakticna-razlika/","200"
"3362","kulen-kulenova-seka-domaca-kobasica-pocetnik","https://drycured.com/2026/06/06/kulen-kulenova-seka-domaca-kobasica-pocetnik/","200"
"3363","cijeli-komadi-ili-kobasice-kako-izabrati","https://drycured.com/2026/06/06/cijeli-komadi-ili-kobasice-kako-izabrati/","200"
"3364","prvo-rezanje-suhomesnatog-proizvoda","https://drycured.com/2026/06/06/prvo-rezanje-suhomesnatog-proizvoda/","200"
"3365","mala-degustacija-sarze-kako-ocijeniti-proizvod","https://drycured.com/2026/06/06/mala-degustacija-sarze-kako-ocijeniti-proizvod/","200"
"3366","usporedba-dvije-sarze-suhomesnatih-proizvoda","https://drycured.com/2026/06/06/usporedba-dvije-sarze-suhomesnatih-proizvoda/","200"
"3367","najcesci-mitovi-o-domacim-suhomesnatim-proizvodima","https://drycured.com/2026/06/06/najcesci-mitovi-o-domacim-suhomesnatim-proizvodima/","200"
"3368","kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja","https://drycured.com/2026/06/06/kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja/","200"
